44.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
04:20:45.1 (13539784)|HEAP_ALLOCATE|[3]|Bytes:4
04:20:45.1 (13584188)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:28
04:20:45.1 (13606515)|VARIABLE_ASSIGNMENT|[3]|this.integerList|"List of size 6 too large to display"|0x23560998
04:20:45.1 (13619299)|CONSTRUCTOR_EXIT|[1]|01p6F00000MPtB2|<init>()|Array_Operations
04:20:45.1 (13627404)|SYSTEM_MODE_EXIT|false
04:20:45.1 (13657830)|VARIABLE_ASSIGNMENT|[1]|obj|{"integerList":"0x2b12b1b9"}|0x23560998
04:20:45.1 (13664934)|STATEMENT_EXECUTE|[2]
04:20:45.1 (13691052)|SYSTEM_MODE_ENTER|false
04:20:45.1 (13711113)|HEAP_ALLOCATE|[2]|Bytes:5
04:20:45.1 (13734814)|METHOD_ENTRY|[2]|01p6F00000MPtB2|Array_Operations.Duplicate()
04:20:45.1 (13759861)|VARIABLE_SCOPE_BEGIN|[55]|this|Array_Operations|true|false
04:20:45.1 (13782156)|VARIABLE_ASSIGNMENT|[55]|this|{"integerList":"0x2b12b1b9"}|0x23560998
04:20:45.1 (13800314)|HEAP_ALLOCATE|[57]|Bytes:5
04:20:45.1 (13805218)|STATEMENT_EXECUTE|[56]
04:20:45.1 (13807189)|STATEMENT_EXECUTE|[57]
04:20:45.1 (13810944)|VARIABLE_SCOPE_BEGIN|[57]|count|Integer|false|false
04:20:45.1 (13817831)|HEAP_ALLOCATE|[57]|Bytes:4
04:20:45.1 (13825230)|VARIABLE_ASSIGNMENT|[57]|count|1
04:20:45.1 (13833539)|STATEMENT_EXECUTE|[59]
04:20:45.1 (13836102)|VARIABLE_SCOPE_BEGIN|[59]|i|Integer|false|false
04:20:45.1 (13843028)|HEAP_ALLOCATE|[59]|Bytes:4
04:20:45.1 (13848453)|VARIABLE_ASSIGNMENT|[59]|i|0
04:20:45.1 (13887772)|STATEMENT_EXECUTE|[59]
04:20:45.1 (13890343)|STATEMENT_EXECUTE|[60]
04:20:45.1 (13893767)|VARIABLE_SCOPE_BEGIN|[60]|j|Integer|false|false
04:20:45.1 (13901749)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (13908141)|VARIABLE_ASSIGNMENT|[60]|j|1
04:20:45.1 (13927272)|STATEMENT_EXECUTE|[60]
04:20:45.1 (13935993)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (13942946)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (13948066)|STATEMENT_EXECUTE|[61]
04:20:45.1 (13950412)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (13956731)|VARIABLE_ASSIGNMENT|[60]|j|2
04:20:45.1 (13967921)|STATEMENT_EXECUTE|[60]
04:20:45.1 (13971006)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (13975862)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (13979761)|STATEMENT_EXECUTE|[61]
04:20:45.1 (13981607)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (13986897)|VARIABLE_ASSIGNMENT|[60]|j|3
04:20:45.1 (13996442)|STATEMENT_EXECUTE|[60]
04:20:45.1 (13999140)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14003670)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14008600)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14010582)|STATEMENT_EXECUTE|[62]
04:20:45.1 (14012577)|HEAP_ALLOCATE|[62]|Bytes:4
04:20:45.1 (14017871)|VARIABLE_ASSIGNMENT|[62]|count|2
04:20:45.1 (14021638)|STATEMENT_EXECUTE|[63]
04:20:45.1 (14082504)|HEAP_ALLOCATE|[63]|Bytes:4
04:20:45.1 (14096756)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14103207)|VARIABLE_ASSIGNMENT|[60]|j|4
04:20:45.1 (14115182)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14118763)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14123741)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14127411)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14129303)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14134864)|VARIABLE_ASSIGNMENT|[60]|j|5
04:20:45.1 (14144519)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14147176)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14151973)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14155646)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14157311)|STATEMENT_EXECUTE|[62]
04:20:45.1 (14159137)|HEAP_ALLOCATE|[62]|Bytes:4
04:20:45.1 (14164257)|VARIABLE_ASSIGNMENT|[62]|count|3
04:20:45.1 (14168025)|STATEMENT_EXECUTE|[63]
04:20:45.1 (14173632)|HEAP_ALLOCATE|[63]|Bytes:4
04:20:45.1 (14179761)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14184602)|VARIABLE_ASSIGNMENT|[60]|j|6
04:20:45.1 (14198257)|HEAP_ALLOCATE|[59]|Bytes:4
04:20:45.1 (14204910)|VARIABLE_ASSIGNMENT|[59]|i|1
04:20:45.1 (14214737)|STATEMENT_EXECUTE|[59]
04:20:45.1 (14217031)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14219864)|VARIABLE_SCOPE_BEGIN|[60]|j|Integer|false|false
04:20:45.1 (14226628)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14232128)|VARIABLE_ASSIGNMENT|[60]|j|2
04:20:45.1 (14241882)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14244966)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14249642)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14259007)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14260946)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14266527)|VARIABLE_ASSIGNMENT|[60]|j|3
04:20:45.1 (14276159)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14278870)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14283609)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14287571)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14289423)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14294852)|VARIABLE_ASSIGNMENT|[60]|j|4
04:20:45.1 (14304226)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14306735)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14311245)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14314917)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14316768)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14321637)|VARIABLE_ASSIGNMENT|[60]|j|5
04:20:45.1 (14331088)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14333614)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14341447)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14345370)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14347223)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14352400)|VARIABLE_ASSIGNMENT|[60]|j|6
04:20:45.1 (14362728)|HEAP_ALLOCATE|[59]|Bytes:4
04:20:45.1 (14367730)|VARIABLE_ASSIGNMENT|[59]|i|2
04:20:45.1 (14376664)|STATEMENT_EXECUTE|[59]
04:20:45.1 (14378591)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14381009)|VARIABLE_SCOPE_BEGIN|[60]|j|Integer|false|false
04:20:45.1 (14387470)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14393078)|VARIABLE_ASSIGNMENT|[60]|j|3
04:20:45.1 (14402469)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14405461)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14410116)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14413788)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14415651)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14420656)|VARIABLE_ASSIGNMENT|[60]|j|4
04:20:45.1 (14429948)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14435307)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14440190)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14443956)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14445850)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14456673)|VARIABLE_ASSIGNMENT|[60]|j|5
04:20:45.1 (14466735)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14469493)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14474115)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14477994)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14481767)|STATEMENT_EXECUTE|[62]
04:20:45.1 (14483750)|HEAP_ALLOCATE|[62]|Bytes:4
04:20:45.1 (14489051)|VARIABLE_ASSIGNMENT|[62]|count|4
04:20:45.1 (14493023)|STATEMENT_EXECUTE|[63]
04:20:45.1 (14498179)|HEAP_ALLOCATE|[63]|Bytes:4
04:20:45.1 (14504872)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14510435)|VARIABLE_ASSIGNMENT|[60]|j|6
04:20:45.1 (14520021)|HEAP_ALLOCATE|[59]|Bytes:4
04:20:45.1 (14525041)|VARIABLE_ASSIGNMENT|[59]|i|3
04:20:45.1 (14534288)|STATEMENT_EXECUTE|[59]
04:20:45.1 (14536267)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14538637)|VARIABLE_SCOPE_BEGIN|[60]|j|Integer|false|false
04:20:45.1 (14545176)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14550099)|VARIABLE_ASSIGNMENT|[60]|j|4
04:20:45.1 (14559355)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14562253)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14566911)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14570609)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14572427)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14577409)|VARIABLE_ASSIGNMENT|[60]|j|5
04:20:45.1 (14586705)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14589250)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14593721)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14597323)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14599142)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14604172)|VARIABLE_ASSIGNMENT|[60]|j|6
04:20:45.1 (14613658)|HEAP_ALLOCATE|[59]|Bytes:4
04:20:45.1 (14619079)|VARIABLE_ASSIGNMENT|[59]|i|4
04:20:45.1 (14628310)|STATEMENT_EXECUTE|[59]
04:20:45.1 (14630173)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14632477)|VARIABLE_SCOPE_BEGIN|[60]|j|Integer|false|false
04:20:45.1 (14638805)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14643595)|VARIABLE_ASSIGNMENT|[60]|j|5
04:20:45.1 (14652807)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14655520)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14660227)|HEAP_ALLOCATE|[61]|Bytes:8
04:20:45.1 (14663864)|STATEMENT_EXECUTE|[61]
04:20:45.1 (14666118)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14674215)|VARIABLE_ASSIGNMENT|[60]|j|6
04:20:45.1 (14691623)|HEAP_ALLOCATE|[59]|Bytes:4
04:20:45.1 (14701563)|VARIABLE_ASSIGNMENT|[59]|i|5
04:20:45.1 (14721659)|STATEMENT_EXECUTE|[59]
04:20:45.1 (14724214)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14727094)|VARIABLE_SCOPE_BEGIN|[60]|j|Integer|false|false
04:20:45.1 (14734359)|HEAP_ALLOCATE|[60]|Bytes:4
04:20:45.1 (14740230)|VARIABLE_ASSIGNMENT|[60]|j|6
04:20:45.1 (14749971)|STATEMENT_EXECUTE|[60]
04:20:45.1 (14752383)|HEAP_ALLOCATE|[59]|Bytes:4
04:20:45.1 (14757369)|VARIABLE_ASSIGNMENT|[59]|i|6
04:20:45.1 (14773115)|METHOD_EXIT|[2]|01p6F00000MPtB2|Array_Operations.Duplicate()
04:20:45.1 (14779996)|SYSTEM_MODE_EXIT|false
04:20:45.14 (14844972)|CUMULATIVE_LIMIT_USAGE
04:20:45.14 (14844972)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

04:20:45.14 (14844972)|CUMULATIVE_LIMIT_USAGE_END

04:20:45.1 (14884450)|CODE_UNIT_FINISHED|execute_anonymous_apex
04:20:45.1 (15830335)|EXECUTION_FINISHED
