44.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
03:34:40.1 (15035730)|STATEMENT_EXECUTE|[8]
03:34:40.1 (15037921)|STATEMENT_EXECUTE|[9]
03:34:40.1 (15040781)|VARIABLE_SCOPE_BEGIN|[9]|x|Integer|false|false
03:34:40.1 (15048280)|HEAP_ALLOCATE|[9]|Bytes:4
03:34:40.1 (15057634)|VARIABLE_ASSIGNMENT|[9]|x|0
03:34:40.1 (15064766)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15073461)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15081393)|STATEMENT_EXECUTE|[10]
03:34:40.1 (15083272)|STATEMENT_EXECUTE|[11]
03:34:40.1 (15086936)|HEAP_ALLOCATE|[11]|Bytes:8
03:34:40.1 (15095120)|VARIABLE_ASSIGNMENT|[11]|x|2
03:34:40.1 (15101612)|STATEMENT_EXECUTE|[12]
03:34:40.1 (15105459)|HEAP_ALLOCATE|[12]|Bytes:8
03:34:40.1 (15114166)|STATEMENT_EXECUTE|[13]
03:34:40.1 (15118033)|HEAP_ALLOCATE|[8]|Bytes:4
03:34:40.1 (15125250)|VARIABLE_ASSIGNMENT|[8]|j|5
03:34:40.1 (15142961)|STATEMENT_EXECUTE|[8]
03:34:40.1 (15144947)|STATEMENT_EXECUTE|[9]
03:34:40.1 (15147801)|VARIABLE_SCOPE_BEGIN|[9]|x|Integer|false|false
03:34:40.1 (15159903)|HEAP_ALLOCATE|[9]|Bytes:4
03:34:40.1 (15167451)|VARIABLE_ASSIGNMENT|[9]|x|0
03:34:40.1 (15174396)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15188022)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15195713)|STATEMENT_EXECUTE|[10]
03:34:40.1 (15197478)|STATEMENT_EXECUTE|[11]
03:34:40.1 (15200886)|HEAP_ALLOCATE|[11]|Bytes:8
03:34:40.1 (15208920)|VARIABLE_ASSIGNMENT|[11]|x|37
03:34:40.1 (15213993)|STATEMENT_EXECUTE|[12]
03:34:40.1 (15217809)|HEAP_ALLOCATE|[12]|Bytes:8
03:34:40.1 (15231989)|STATEMENT_EXECUTE|[13]
03:34:40.1 (15237414)|HEAP_ALLOCATE|[8]|Bytes:4
03:34:40.1 (15248140)|VARIABLE_ASSIGNMENT|[8]|j|6
03:34:40.1 (15263891)|STATEMENT_EXECUTE|[8]
03:34:40.1 (15265764)|STATEMENT_EXECUTE|[9]
03:34:40.1 (15268747)|VARIABLE_SCOPE_BEGIN|[9]|x|Integer|false|false
03:34:40.1 (15279652)|HEAP_ALLOCATE|[9]|Bytes:4
03:34:40.1 (15286438)|VARIABLE_ASSIGNMENT|[9]|x|0
03:34:40.1 (15294676)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15304793)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15309672)|STATEMENT_EXECUTE|[10]
03:34:40.1 (15311775)|HEAP_ALLOCATE|[8]|Bytes:4
03:34:40.1 (15321108)|VARIABLE_ASSIGNMENT|[8]|j|7
03:34:40.1 (15334308)|STATEMENT_EXECUTE|[8]
03:34:40.1 (15336135)|STATEMENT_EXECUTE|[9]
03:34:40.1 (15338821)|VARIABLE_SCOPE_BEGIN|[9]|x|Integer|false|false
03:34:40.1 (15350760)|HEAP_ALLOCATE|[9]|Bytes:4
03:34:40.1 (15361504)|VARIABLE_ASSIGNMENT|[9]|x|0
03:34:40.1 (15370896)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15377187)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15381970)|STATEMENT_EXECUTE|[10]
03:34:40.1 (15383676)|STATEMENT_EXECUTE|[11]
03:34:40.1 (15386522)|HEAP_ALLOCATE|[11]|Bytes:8
03:34:40.1 (15395994)|VARIABLE_ASSIGNMENT|[11]|x|43
03:34:40.1 (15401658)|STATEMENT_EXECUTE|[12]
03:34:40.1 (15407484)|HEAP_ALLOCATE|[12]|Bytes:8
03:34:40.1 (15418399)|STATEMENT_EXECUTE|[13]
03:34:40.1 (15422529)|HEAP_ALLOCATE|[8]|Bytes:4
03:34:40.1 (15429504)|VARIABLE_ASSIGNMENT|[8]|j|8
03:34:40.1 (15445054)|STATEMENT_EXECUTE|[8]
03:34:40.1 (15446870)|STATEMENT_EXECUTE|[9]
03:34:40.1 (15449480)|VARIABLE_SCOPE_BEGIN|[9]|x|Integer|false|false
03:34:40.1 (15459289)|HEAP_ALLOCATE|[9]|Bytes:4
03:34:40.1 (15469145)|VARIABLE_ASSIGNMENT|[9]|x|0
03:34:40.1 (15480306)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15487204)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15492208)|STATEMENT_EXECUTE|[10]
03:34:40.1 (15493939)|STATEMENT_EXECUTE|[11]
03:34:40.1 (15496934)|HEAP_ALLOCATE|[11]|Bytes:8
03:34:40.1 (15504131)|VARIABLE_ASSIGNMENT|[11]|x|65
03:34:40.1 (15508683)|STATEMENT_EXECUTE|[12]
03:34:40.1 (15516484)|HEAP_ALLOCATE|[12]|Bytes:8
03:34:40.1 (15527949)|STATEMENT_EXECUTE|[13]
03:34:40.1 (15532110)|HEAP_ALLOCATE|[8]|Bytes:4
03:34:40.1 (15539720)|VARIABLE_ASSIGNMENT|[8]|j|9
03:34:40.1 (15552894)|STATEMENT_EXECUTE|[8]
03:34:40.1 (15554692)|STATEMENT_EXECUTE|[9]
03:34:40.1 (15557433)|VARIABLE_SCOPE_BEGIN|[9]|x|Integer|false|false
03:34:40.1 (15570610)|HEAP_ALLOCATE|[9]|Bytes:4
03:34:40.1 (15580942)|VARIABLE_ASSIGNMENT|[9]|x|0
03:34:40.1 (15588520)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15595377)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15603168)|STATEMENT_EXECUTE|[10]
03:34:40.1 (15605027)|STATEMENT_EXECUTE|[11]
03:34:40.1 (15608379)|HEAP_ALLOCATE|[11]|Bytes:8
03:34:40.1 (15616063)|VARIABLE_ASSIGNMENT|[11]|x|95
03:34:40.1 (15621417)|STATEMENT_EXECUTE|[12]
03:34:40.1 (15627087)|HEAP_ALLOCATE|[12]|Bytes:8
03:34:40.1 (15638097)|STATEMENT_EXECUTE|[13]
03:34:40.1 (15642254)|HEAP_ALLOCATE|[8]|Bytes:4
03:34:40.1 (15651943)|VARIABLE_ASSIGNMENT|[8]|j|10
03:34:40.1 (15666250)|HEAP_ALLOCATE|[7]|Bytes:4
03:34:40.1 (15673174)|VARIABLE_ASSIGNMENT|[7]|i|1
03:34:40.1 (15690338)|STATEMENT_EXECUTE|[7]
03:34:40.1 (15693003)|STATEMENT_EXECUTE|[8]
03:34:40.1 (15696124)|VARIABLE_SCOPE_BEGIN|[8]|j|Integer|false|false
03:34:40.1 (15706421)|HEAP_ALLOCATE|[8]|Bytes:4
03:34:40.1 (15713464)|VARIABLE_ASSIGNMENT|[8]|j|2
03:34:40.1 (15725916)|STATEMENT_EXECUTE|[8]
03:34:40.1 (15727766)|STATEMENT_EXECUTE|[9]
03:34:40.1 (15730489)|VARIABLE_SCOPE_BEGIN|[9]|x|Integer|false|false
03:34:40.1 (15745023)|HEAP_ALLOCATE|[9]|Bytes:4
03:34:40.1 (15752070)|VARIABLE_ASSIGNMENT|[9]|x|0
03:34:40.1 (15759337)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15769725)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15774726)|STATEMENT_EXECUTE|[10]
03:34:40.1 (15776656)|STATEMENT_EXECUTE|[11]
03:34:40.1 (15779596)|HEAP_ALLOCATE|[11]|Bytes:8
03:34:40.1 (15787587)|VARIABLE_ASSIGNMENT|[11]|x|0
03:34:40.1 (15795115)|STATEMENT_EXECUTE|[12]
03:34:40.1 (15801364)|HEAP_ALLOCATE|[12]|Bytes:8
03:34:40.1 (15813842)|STATEMENT_EXECUTE|[13]
03:34:40.1 (15818883)|HEAP_ALLOCATE|[8]|Bytes:4
03:34:40.1 (15826409)|VARIABLE_ASSIGNMENT|[8]|j|3
03:34:40.1 (15840108)|STATEMENT_EXECUTE|[8]
03:34:40.1 (15841995)|STATEMENT_EXECUTE|[9]
03:34:40.1 (15844952)|VARIABLE_SCOPE_BEGIN|[9]|x|Integer|false|false
03:34:40.1 (15863368)|HEAP_ALLOCATE|[9]|Bytes:4
03:34:40.1 (15871542)|VARIABLE_ASSIGNMENT|[9]|x|0
03:34:40.1 (15878794)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15885475)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15889866)|STATEMENT_EXECUTE|[10]
03:34:40.1 (15891665)|STATEMENT_EXECUTE|[11]
03:34:40.1 (15894446)|HEAP_ALLOCATE|[11]|Bytes:8
03:34:40.1 (15904681)|VARIABLE_ASSIGNMENT|[11]|x|1
03:34:40.1 (15912139)|STATEMENT_EXECUTE|[12]
03:34:40.1 (15917132)|HEAP_ALLOCATE|[12]|Bytes:8
03:34:40.1 (15926590)|STATEMENT_EXECUTE|[13]
03:34:40.1 (15930358)|HEAP_ALLOCATE|[8]|Bytes:4
03:34:40.1 (15937106)|VARIABLE_ASSIGNMENT|[8]|j|4
03:34:40.1 (15951887)|STATEMENT_EXECUTE|[8]
03:34:40.1 (15953728)|STATEMENT_EXECUTE|[9]
03:34:40.1 (15957571)|VARIABLE_SCOPE_BEGIN|[9]|x|Integer|false|false
03:34:40.1 (15969084)|HEAP_ALLOCATE|[9]|Bytes:4
03:34:40.1 (15976031)|VARIABLE_ASSIGNMENT|[9]|x|0
03:34:40.1 (15985078)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15991424)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (15996008)|STATEMENT_EXECUTE|[10]
03:34:40.1 (15998051)|HEAP_ALLOCATE|[8]|Bytes:4
03:34:40.1 (16004279)|VARIABLE_ASSIGNMENT|[8]|j|5
03:34:40.1 (16022919)|STATEMENT_EXECUTE|[8]
03:34:40.1 (16024964)|STATEMENT_EXECUTE|[9]
03:34:40.1 (16027929)|VARIABLE_SCOPE_BEGIN|[9]|x|Integer|false|false
03:34:40.1 (16035599)|HEAP_ALLOCATE|[9]|Bytes:4
03:34:40.1 (16042517)|VARIABLE_ASSIGNMENT|[9]|x|0
03:34:40.1 (16051435)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (16058104)|HEAP_ALLOCATE|[10]|Bytes:8
03:34:40.1 (16062727)|STATEMENT_EXECUTE|[10]
03:34:40.1 (16064395)|STATEMENT_EXECUTE|[11]
03:34:40.1 (16069057)|HEAP_ALLOCATE|[11]|Bytes:8
03:34:40.1 (16080171)|VARIABLE_ASSIGNMENT|[11]|x|2
03:34:40.1 (16085229)|STATEMENT_EXECUTE|[12]
03:34:40.1 (16091447)|HEAP_ALLOCATE|[12]|Bytes:8
03:34:40.1 (16100230)|STATEMENT_EXECUTE|[13]
